VALOR;FAMILIA;AÑO;MES;Fecha_recepción;Unidad_negocio;Tp_doc;Número_documento;Tp_ord;Número_orden;Observaciones;2_n_artículo;Cost_Alm;Cantidad_recibida;UM;PROVEEDOR;Número_lote_serie;C_Emision;Lead_Time
10100628609;11;2019;12;23/12/2019;101;OV;70999;OP;56265;000800016033;10100628609;1,924067e+01;  2200;UN;2606295;702056;6,854359e+05;NA
10100633656; 3;2019;12;27/12/2019;101;OV;71143;OP;56265;000800016173;10100633656;4,320656e+00;  9797;UN;2606295;702058;1,049557e+07;NA
10100626928; 2;2019;12;27/12/2019;101;OV;71141;OP;56265;000800016175;10100626928;1,580637e+01;  2678;UN;2606295;702059;4,330236e+06;NA
10100604664; 2;2019;12;27/12/2019;101;OV;71142;OP;56265;000800016174;10100604664;2,020500e+01;  2095;UN;2606295;702060;3,397436e+06;NA
10100604798; 1;2020; 1;03/01/2020;101;OV;71309;OP;56265;000800016335;10100604798;3,680823e+01;  1150;UN;2606295;702349;3,725436e+06;NA
10100619732; 7;2019;12;23/12/2019;101;OV;71009;OP;56265;000800016046;10100619732;2,687585e+01;  1575;UN;2606295;702061;7,654359e+05;NA
10100619732;10;2020; 1;03/01/2020;101;OV;71310;OP;56265;000800016334;10100619732;2,687585e+01;  1575;UN;2606295;702061;5,494359e+05;NA
10100704896; 2;2019;12;27/12/2019;101;OV;71146;OP;56265;000800016169;10100704896;1,007844e+01;  4200;UN;2606295;702062;6,765436e+06;NA
10100631779; 8;2019;12;27/12/2019;101;OV;71145;OP;56265;000800016170;10100631779;6,413556e+00;  6600;UN;2606295;702063;2,685436e+06;NA
10100664105; 6;2019;12;27/12/2019;101;OV;71144;OP;56265;000800016171;10100664105;3,101060e+01;  1365;UN;2606295;702064;7,734359e+05;NA
10100666372; 5;2020; 1;14/01/2020;101;OV;71581;OP;56276;000800016759;10100666372;3,023533e+01;  1400;UN;2606295;702572;9,414359e+05;NA
10100666373;10;2020; 1;03/01/2020;101;OV;71294;OP;56276;000800016337;10100666373;3,023533e+01;  1400;UN;2606295;702574;4,934359e+05;NA
10100766411; 4;2020; 1;03/01/2020;101;OV;71293;OP;56276;000800016336;10100766411;2,766632e+01;  1530;UN;2606295;702575;1,269436e+06;NA
10100666833; 1;2020; 1;07/01/2020;101;OV;71415;OP;56298;000800016444;10100666833;2,527132e+01;  1675;UN;2606295;703018;5,405436e+06;NA
10100667139; 7;2020; 5;12/05/2020;101;OV;78222;OP;56445;002100624951;10100667139;4,170391e+00; 10150;UN;1281118;714847;4,685436e+06;NA
10100628047;10;2020; 1;03/01/2020;101;OV;71303;OP;56449;000800016339;10100628047;1,840412e+01;  2300;UN;2606295;704624;7,814359e+05;NA
10100628429; 2;2020; 1;07/01/2020;101;OV;71416;OP;56449;000800016445;10100628429;1,292503e+01;  3275;UN;2606295;704625;5,285436e+06;NA
10100604633;10;2020; 1;03/01/2020;101;OV;71312;OP;56449;000800016361;10100604633;1,801254e+02;   235;UN;2606295;704626;1,206359e+05;NA
10100604633; 7;2020; 1;03/01/2020;101;OV;71313;OP;56449;00800016342;10100604633;1,410982e+01;  3000;UN;2606295;704626;1,416865e+06;NA
10100625368; 8;2020; 1;07/01/2020;101;OV;71417;OP;56449;000800016446;10100625368;2,565422e+01;  1650;UN;2606295;704627;7,054359e+05;NA
10100604701; 3;2020; 1;03/01/2020;101;OV;71314;OP;56449;000800016360;10100604701;1,365467e+01;  3100;UN;2606295;704623;3,352103e+06;NA
10100704885;10;2020; 1;03/01/2020;101;OV;71315;OP;56449;000800016359;10100704885;6,718963e+00;  6300;UN;2606295;704628;2,061436e+06;NA
10100664821;10;2020; 1;03/01/2020;101;OV;71304;OP;56449;000800016338;10100664821;1,221630e+01;  3465;UN;2606295;704629;1,154236e+06;NA
10100604659; 7;2020; 1;03/01/2020;101;OV;71332;OP;56449;000800016391;10100604659;1,226941e+01;  3450;UN;2606295;704630;1,622579e+06;NA
10100614698; 6;2020; 1;03/01/2020;101;OV;71296;OP;56449;000800016340;10100614698;2,542310e+01;  1665;UN;2606295;704632;9,334359e+05;NA
10100633656; 7;2020; 1;03/01/2020;101;OV;71308;OP;56449;000800016341;10100633656;4,375139e+00;  9675;UN;2606295;704631;4,468293e+06;NA
10100626924; 6;2019;12;30/12/2019;101;OV;71164;OP;56449;000800015855;10100626924;3,796365e+01;  1115;UN;2606295;698434;6,401029e+05;NA
10100666060; 9;2020; 1;03/01/2020;101;OV;71331;OP;56451;000800016392;10100666060;6,827333e+00;  6200;UN;2606295;704633;2,249880e+06;NA
10100626925; 9;2020; 1;14/01/2020;101;OV;71579;OP;56452;000800016782;10100626925;1,840412e+01;  2300;UN;2606295;705236;8,632139e+05;NA
10100604701; 3;2020; 1;14/01/2020;101;OV;71580;OP;56452;000800016783;10100604701;1,343793e+01;  3150;UN;2606295;705244;3,405436e+06;NA
10100704885; 7;2020; 1;08/01/2020;101;OV;71428;OP;56452;000800016530;10100704885;6,827333e+00;  6200;UN;2606295;705246;2,879722e+06;NA
10100664440; 5;2020; 1;08/01/2020;101;OV;71443;OP;56452;000800016546;10100664440;2,821964e+01;  1500;UN;2606295;705247;1,005436e+06;NA
10100604664; 7;2020; 1;08/01/2020;101;OV;71426;OP;56452;000800016528;10100604664;2,091377e+01;  2024;UN;2606295;705248;9,706929e+05;NA
10100629592; 9;2020; 1;08/01/2020;101;OV;71442;OP;56452;000800016547;10100629592;1,225165e+01;  3455;UN;2606295;705249;1,273880e+06;NA
10100633071; 7;2020; 1;07/01/2020;101;OV;71419;OP;56452;000800016448;10100633071;4,101693e+01;  1032;UN;2606295;705250;5,172069e+05;NA
10100625632;10;2020; 1;08/01/2020;101;OV;71427;OP;56452;000800016529;10100625632;2,821964e+01;  1500;UN;2606295;705255;5,254359e+05;NA
10100664440; 5;2020; 1;14/01/2020;101;OV;71577;OP;56452;000900016546;10100664440;5,399167e+01;   784;UN;2606295;705247;5,471959e+05;NA
10100625632; 3;2020; 1;14/01/2020;101;OV;71578;OP;56452;000900016529;10100625632;2,251567e+01;  1880;UN;2606295;705255;2,050769e+06;NA
10100604717;11;2020; 1;08/01/2020;101;OV;71441;OP;56457;000800016545;10100604717;3,703365e+01;  1143;UN;2606295;705877;3,779449e+05;NA
10100735614; 6;2020; 1;08/01/2020;101;OV;71431;OP;56459;000200010572;10100735614;1,410982e+01;  3000;UN;2709244;07/01/2020;1,645436e+06;NA
10100704893; 9;2020; 1;08/01/2020;101;OV;71431;OP;56459;000200010572;10100704893;1,410982e+01;  3000;UN;2709244;07/01/2020;1,112103e+06;NA
10100729751; 3;2020; 1;08/01/2020;101;OV;71431;OP;56459;000200010572;10100729751;1,410982e+01;  3000;UN;2709244;07/01/2020;3,245436e+06;NA
10100666413; 1;2020; 1;07/01/2020;101;OV;71418;OP;56461;000800016447;10100666413;5,206576e+00;  8130;UN;2606295;703563;2,606144e+07;NA
10100666413; 8;2020; 1;15/01/2020;101;OV;71649;OP;56461;000800016849;10100666413;3,894155e+01;  1087;UN;2606295;703563;4,802359e+05;NA
10100637316; 8;2020; 1;13/01/2020;101;OV;71566;OP;56554;000800016789;10100637316;1,917964e+01;  2207;UN;2606295;707771;9,282359e+05;NA
10100637315;10;2020; 1;13/01/2020;101;OV;71565;OP;56554;000800016790;10100637315;1,840412e+01;  2300;UN;2606295;707772;7,814359e+05;NA
10100626765; 4;2020; 1;13/01/2020;101;OV;71564;OP;56554;000800016791;10100626765;4,232947e+01;  1000;UN;2606295;707775;8,454359e+05;NA
10100626765; 9;2020; 1;15/01/2020;101;OV;71648;OP;56554;000800016850;10100626765;3,883437e+01;  1090;UN;2606295;707775;4,329919e+05;NA
10100631772;11;2020; 1;15/01/2020;101;OV;71647;OP;56554;000800016851;10100631772;1,991975e+01;  2125;UN;2606295;707777;6,636179e+05;NA
10100628609; 6;2020; 1;13/01/2020;101;OV;71568;OP;56554;000800016785;10100628609;1,924067e+01;  2200;UN;2606295;707778;1,218769e+06;NA
10100628610; 4;2020; 1;13/01/2020;101;OV;71569;OP;56554;000800016760;10100628610;1,282711e+01;  3300;UN;2606295;707779;2,685436e+06;NA
10100633656; 5;2020; 1;13/01/2020;101;OV;71570;OP;56554;000800016761;10100633656;2,043027e+00; 20719;UN;2606295;707781;1,330560e+07;NA
10100626924; 1;2020; 1;13/01/2020;101;OV;71567;OP;56554;000800016787;10100626924;1,528140e+01;  2770;UN;2606295;707782;8,909436e+06;NA
10100626924; 8;2020; 1;17/01/2020;101;OV;71728;OP;56554;000800016979;10100626924;5,700938e+00;  7425;UN;2606295;707782;3,015436e+06;NA
10100604643;10;2020; 1;13/01/2020;101;OV;71571;OP;56554;000800016762;10100604643;2,706488e+01;  1564;UN;2606295;707783;5,459159e+05;NA
10100716465; 2;2020; 1;21/01/2020;101;OV;71846;OP;56642;000200010615;10100716465;4,232947e+01;  1000;UN;2709244;20012020;1,645436e+06;NA
10100762775; 3;2020; 1;21/01/2020;101;OV;71846;OP;56642;000200010615;10100762775;8,465893e+00;  5000;UN;2709244;20012020;5,378769e+06;NA
10100663297;11;2020; 1;21/01/2020;101;OV;71828;OP;56644;000800017083;10100663297;1,365467e+01;  3100;UN;2606295;709698;9,472539e+05;NA
10100620354;11;2020; 1;21/01/2020;101;OV;71830;OP;56644;000800017084;10100620354;1,840412e+01;  2300;UN;2606295;709699;7,145269e+05;NA
10100604618; 2;2020; 1;22/01/2020;101;OV;71899;OP;56644;00080017211;10100604618;2,015689e+01;  2100;UN;2606295;709700;3,405436e+06;NA
10100619594; 2;2020; 1;22/01/2020;101;OV;71900;OP;56644;000800017212;10100619594;2,015689e+01;  2100;UN;2606295;709701;3,405436e+06;NA
10100663219;10;2020; 1;17/01/2020;101;OV;71725;OP;56644;000800016982;10100663219;1,522643e+01;  2780;UN;2606295;709702;9,350359e+05;NA
10100604652; 8;2020; 1;20/01/2020;101;OV;71795;OP;56644;000800017038;10100604652;4,455733e+01;   950;UN;2606295;709708;4,254359e+05;NA
10100604751; 5;2020; 1;17/01/2020;101;OV;71726;OP;56644;000800016980;10100604751;1,235897e+01;  3425;UN;2606295;709703;2,237436e+06;NA
10100633651; 3;2020; 1;21/01/2020;101;OV;71827;OP;56644;000800017037;10100633651;1,957885e+01;  2162;UN;2606295;709705;2,351569e+06;NA
10100633651; 8;2020; 1;27/01/2020;101;OV;72019;OP;56644;000800017289;10100633651;3,611729e+01;  1172;UN;2606295;709705;5,142359e+05;NA
10100628155; 3;2020; 1;21/01/2020;101;OV;71831;OP;56644;000800017085;10100628155;1,238790e+01;  3417;UN;2606295;709706;3,690236e+06;NA
10100624110; 5;2020; 1;22/01/2020;101;OV;71901;OP;56644;000800017210;10100624110;3,386357e+01;  1250;UN;2606295;709709;8,454359e+05;NA
10100625077; 9;2020; 1;21/01/2020;101;OV;71834;OP;56644;000800017088;10100625077;3,527456e+01;  1200;UN;2606295;709710;4,721029e+05;NA
10100725078; 3;2020; 1;21/01/2020;101;OV;71829;OP;56644;000800017082;10100725078;3,521586e+01;  1202;UN;2606295;709711;1,327569e+06;NA
10100664814; 5;2020; 1;21/01/2020;101;OV;71832;OP;56644;000800017086;10100664814;1,881310e+01;  2250;UN;2606295;709714;1,485436e+06;NA
10100632602; 6;2020; 1;21/01/2020;101;OV;71833;OP;56644;000800017087;10100632602;3,848133e+01;  1100;UN;2606295;709715;6,321029e+05;NA
10100629592;11;2020; 3;11/03/2020;101;OV;74826;OP;56644;000900017294;10100629592;2,536217e+01;  1669;UN;2606295;711420;5,309629e+05;NA
10101005747; 3;2020; 2;11/02/2020;101;OV;72738;OP;56648;100000563;10101005747;2,116473e+03;    20;UN;2233940;070220;6,676893e+04;NA
10100604821; 8;2020; 1;20/01/2020;101;OV;71794;OP;56692;000800017039;10100604821;3,713111e+01;  1140;UN;2606295;710003;5,014359e+05;NA
10100604821; 4;2020; 1;21/01/2020;101;OV;71836;OP;56692;000800017089;10100604821;3,848133e+01;  1100;UN;2606295;710003;9,254359e+05;NA
10100626810; 6;2020; 1;29/01/2020;101;OV;72067;OP;56692;000800017319;10100626810;5,838547e+01;   725;UN;2606295;710004;4,321029e+05;NA
10100626810; 1;2020; 1;29/01/2020;101;OV;72136;OP;56692;000800017415;10100626810;2,706488e+01;  1564;UN;2606295;710004;5,050236e+06;NA
10100632603; 9;2020; 1;17/01/2020;101;OV;71727;OP;56692;000800016981;10100632603;2,006136e+01;  2110;UN;2606295;710006;7,956579e+05;NA
10100604664; 9;2020; 1;20/01/2020;101;OV;71777;OP;56692;000800017040;10100604664;2,015689e+01;  2100;UN;2606295;710008;7,921029e+05;NA
10100666060; 1;2020; 2;07/02/2020;101;OV;72623;OP;56708;000800017711;10100666060;4,899244e+00;  8640;UN;2606295;715543;2,769344e+07;NA
10100667170; 4;2020; 2;07/02/2020;101;OV;72641;OP;56730;000800017671;10100667170;1,256067e+01;  3370;UN;2606295;712714;2,741436e+06;NA
10100621665; 4;2020; 1;27/01/2020;101;OV;72023;OP;56730;000800017290;10100621665;3,848133e+01;  1100;UN;2606295;711401;9,254359e+05;NA
10100620354; 7;2020; 1;21/01/2020;101;OV;71837;OP;56730;000800017091;10100620354;1,968812e+01;  2150;UN;2606295;711402;1,028293e+06;NA
10100631775; 8;2020; 1;22/01/2020;101;OV;71902;OP;56730;000800017213;10100631775;4,149948e+01;  1020;UN;2606295;711403;4,534359e+05;NA
10100664814; 6;2020; 1;27/01/2020;101;OV;72021;OP;56730;000800017297;10100664814;1,221630e+01;  3465;UN;2606295;711931;1,893436e+06;NA
10100631777; 9;2020; 1;27/01/2020;101;OV;72024;OP;56730;000800017293;10100631777;2,489969e+01;  1700;UN;2606295;711406;6,498799e+05;NA
10100604664; 6;2020; 1;20/01/2020;101;OV;71775;OP;56730;000800017041;10100604664;1,058237e+01;  4000;UN;2606295;701409;2,178769e+06;NA
10100628609; 1;2020; 1;29/01/2020;101;OV;72068;OP;56730;000800017323;10100628609;2,773884e+01;  1526;UN;2606295;711411;4,928636e+06;NA
10100628609; 4;2020; 2;06/02/2020;101;OV;72539;OP;56730;000800017605;10100628609;5,961897e+01;   710;UN;2606295;711411;6,134359e+05;NA
10100626764; 9;2020; 1;29/01/2020;101;OV;72069;OP;56730;000800017324;10100626764;2,015689e+01;  2100;UN;2606295;711413;7,921029e+05;NA
10100626811; 7;2020; 1;29/01/2020;101;OV;72074;OP;56730;000800017329;10100626811;2,116473e+01;  2000;UN;2606295;711921;9,597219e+05;NA
10100631771; 7;2020; 1;21/01/2020;101;OV;71840;OP;56730;000800017090;10100631771;4,455733e+01;   950;UN;2606295;711417;4,797219e+05;NA
10100631771; 8;2020; 2;03/02/2020;101;OV;72304;OP;56730;000800017420;10100631771;3,944964e+01;  1073;UN;2606295;711962;4,746359e+05;NA
10100614517; 2;2020; 1;29/01/2020;101;OV;72134;OP;56730;000800017421;10100614517;4,031378e+01;  1050;UN;2606295;711963;1,725436e+06;NA
10100628610; 7;2020; 1;21/01/2020;101;OV;71842;OP;56730;000800017092;10100628610;1,282711e+01;  3300;UN;2606295;711419;1,554007e+06;NA
10100629592; 9;2020; 1;21/01/2020;101;OV;71845;OP;56730;000800017093;10100629592;2,565422e+01;  1650;UN;2606295;711420;6,321029e+05;NA
10100629592; 8;2020; 1;27/01/2020;101;OV;72022;OP;56730;000800017296;10100629592;2,565422e+01;  1650;UN;2606295;711933;7,054359e+05;NA
10100604701; 1;2020; 1;29/01/2020;101;OV;72133;OP;56730;000800017423;10100604701;1,343793e+01;  3150;UN;2606295;711965;1,012544e+07;NA
10100704885; 6;2020; 1;29/01/2020;101;OV;72135;OP;56730;000800017416;10100704885;7,054911e+00;  6000;UN;2606295;711966;3,245436e+06;NA
10100664821; 3;2020; 1;27/01/2020;101;OV;72020;OP;56730;000800017295;10100664821;2,565422e+01;  1650;UN;2606295;711425;1,805436e+06;NA
10100664821; 4;2020; 1;29/01/2020;101;OV;72071;OP;56730;00080017326;10100664821;2,565422e+01;  1650;UN;2606295;711425;1,365436e+06;NA
10100633656;10;2020; 1;20/01/2020;101;OV;71776;OP;56730;000800017042;10100633656;2,924315e+00; 14475;UN;2606295;711427;4,677436e+06;NA
10100633656; 3;2020; 1;21/01/2020;101;OV;71838;OP;56730;000800017094;10100633656;8,551407e+00;  4950;UN;2606295;711427;5,325436e+06;NA
10100633656; 9;2020; 1;27/01/2020;101;OV;72025;OP;56730;000800017291;10100633656;2,565422e+01;  1650;UN;2606295;711929;6,321029e+05;NA
10100664821; 2;2020; 2;06/02/2020;101;OV;72538;OP;56730;000800017606;10100664821;5,069397e+01;   835;UN;2606295;711934;1,381436e+06;NA
10100604664; 3;2020; 2;06/02/2020;101;OV;72537;OP;56730;000800017607;10100604664;3,283900e+01;  1289;UN;2606295;711951;1,420369e+06;NA
10100664814; 5;2020; 4;01/04/2020;101;OV;76448;OP;56730;0080019828;10100664814;1,254578e+01;  3374;UN;2606295;731221;2,204796e+06;NA
10100704871; 7;2020; 1;27/01/2020;101;OV;72026;OP;56745;000200010644;10100704871;9,406548e+00;  4500;UN;2709244;27012020;2,102579e+06;NA
10100632601; 9;2020; 2;06/02/2020;101;OV;72565;OP;56830;000800017710;10100632601;3,848133e+01;  1100;UN;2606295;713428;4,365469e+05;NA
10100619594; 2;2020; 2;06/02/2020;101;OV;72564;OP;56830;000800017717;10100619594;3,713111e+01;  1140;UN;2606295;713430;1,869436e+06;NA
10100629759; 2;2020; 2;12/02/2020;101;OV;72797;OP;56830;000800017830;10100629759;3,639679e+01;  1163;UN;2606295;713431;1,906236e+06;NA
10100626811; 2;2020; 1;30/01/2020;101;OV;72217;OP;56878;000800017325;10100626811;3,993346e+01;  1060;UN;2606295;711716;1,741436e+06;NA
10100664821; 5;2020; 1;30/01/2020;101;OV;72216;OP;56878;000800017328;10100664821;4,703274e+01;   900;UN;2606295;711934;6,214359e+05;NA
10100629592; 6;2020; 1;30/01/2020;101;OV;72213;OP;56878;000800017294;10100629592;2,536217e+01;  1669;UN;2606295;711420;9,355689e+05;NA
10100629592; 9;2020; 1;30/01/2020;101;OV;72215;OP;56878;000800017327;10100629592;2,565422e+01;  1650;UN;2606295;711933;6,321029e+05;NA
10100664814; 9;2020; 1;30/01/2020;101;OV;72212;OP;56878;000800017322;10100664814;1,282711e+01;  3300;UN;2606295;711425;1,218769e+06;NA
10100633656;11;2020; 1;30/01/2020;101;OV;72209;OP;56878;000800017292;10100633656;2,519611e+00; 16800;UN;2606295;711936;4,932709e+06;NA
10100633656;10;2020; 1;30/01/2020;101;OV;72210;OP;56878;000800017321;10100633656;1,282711e+01;  3300;UN;2606295;711929;1,101436e+06;NA
10100633656;10;2020; 1;30/01/2020;101;OV;72211;OP;56878;00800017320;10100633656;2,565422e+01;  1650;UN;2606295;711936;5,734359e+05;NA
10100604664; 8;2020; 1;30/01/2020;101;OV;72208;OP;56878;000800017330;10100604664;1,773333e+01;  2387;UN;2606295;711951;1,000236e+06;NA
10100664440; 2;2020; 2;19/02/2020;101;OV;73306;OP;56910;000800018228;10100664440;3,762619e+01;  1125;UN;2606295;180220;1,845436e+06;NA
10100614690; 7;2020; 2;04/02/2020;101;OV;72394;OP;56910;000800017604;10100614690;4,551556e+01;   930;UN;2606295;715867;4,705789e+05;NA
10100704885;10;2020; 2;07/02/2020;101;OV;72630;OP;56910;000800017608;10100704885;6,907550e+00;  6128;UN;2606295;711423;2,006396e+06;NA
10100704871; 6;2020; 2;10/02/2020;101;OV;72667;OP;56911;000200010685;10100704871;9,406548e+00;  4500;UN;2709244;10022020;2,445436e+06;NA
10100704873;11;2020; 2;12/02/2020;101;OV;72809;OP;56912;000100002907;10100704873;1,410982e+00; 30000;UN;2709180;11022020;8,772709e+06;NA
10100628610; 5;2020; 1;31/01/2020;101;OV;72226;OP;56913;000800017422;10100628610;1,226941e+01;  3450;UN;2606295;711964;2,253436e+06;NA
10100620354; 7;2020; 1;31/01/2020;101;OV;72227;OP;56913;000800017419;10100620354;1,840412e+01;  2300;UN;2606295;711947;1,096865e+06;NA
10100664821; 9;2020; 1;31/01/2020;101;OV;72228;OP;56913;000800017418;10100664821;2,748667e+01;  1540;UN;2606295;711934;5,929919e+05;NA
10100631775; 2;2020; 1;31/01/2020;101;OV;72229;OP;56913;000800017417;10100631775;3,848133e+01;  1100;UN;2606295;711930;1,805436e+06;NA
10100628926; 2;2020; 2;07/02/2020;101;OV;72629;OP;56989;000800017716;10100628926;1,282711e+01;  3300;UN;2606295;716262;5,325436e+06;NA
10100619732; 9;2020; 2;07/02/2020;101;OV;72624;OP;56989;000800017712;10100619732;6,718963e+00;  6300;UN;2606295;716263;2,285436e+06;NA
10100633652; 1;2020; 2;07/02/2020;101;OV;72625;OP;56989;000800017713;10100633652;2,495841e+01;  1696;UN;2606295;716264;5,472636e+06;NA
10100666367; 4;2020; 2;12/02/2020;101;OV;72800;OP;56989;000800017833;10100666367;7,019812e+00;  6030;UN;2606295;716265;4,869436e+06;NA
10100666368; 3;2020; 2;12/02/2020;101;OV;72799;OP;56989;000800017832;10100666368;9,473918e+00;  4468;UN;2606295;716266;4,811303e+06;NA
10100663219; 9;2020; 2;12/02/2020;101;OV;72798;OP;56989;000800017831;10100663219;1,354543e+01;  3125;UN;2606295;716267;1,156547e+06;NA
10100615650; 7;2020; 2;07/02/2020;101;OV;72626;OP;56989;000800017714;10100615650;2,015689e+01;  2100;UN;2606295;716268;1,005436e+06;NA
10100614690; 1;2020; 2;07/02/2020;101;OV;72628;OP;56989;000800017715;10100614690;9,482407e+00;  4464;UN;2606295;716261;1,433024e+07;NA
10100614690; 5;2020; 2;07/02/2020;101;OV;72635;OP;56989;000800017670;10100614690;3,806607e+01;  1112;UN;2606295;715151;7,571159e+05;NA
10100632600; 4;2020; 2;12/02/2020;101;OV;72855;OP;56989;000800017989;10100632600;1,924067e+01;  2200;UN;2606295;717026;1,805436e+06;NA
10100628926; 2;2020; 2;26/02/2020;101;OV;73675;OP;56989;000800018231;10100628926;1,330279e+01;  3182;UN;2606295;180220;5,136636e+06;NA
10100704892; 2;2020; 2;10/02/2020;101;OV;72668;OP;56990;000300010685;10100704892;1,410982e+01;  3000;UN;2709244;10022020;4,845436e+06;NA
10100704877; 1;2020; 2;10/02/2020;101;OV;72668;OP;56990;000300010685;10100704877;4,232947e+01;  1000;UN;2709244;10022020;3,245436e+06;NA
10100735614; 9;2020; 2;10/02/2020;101;OV;72668;OP;56990;000300010685;10100735614;1,058237e+01;  4000;UN;2709244;10022020;1,467658e+06;NA
10100626302;11;2020; 2;12/02/2020;101;OV;72807;OP;57004;0001008273;10100626302;1,693179e+03;    25;UN;1361712;10022020;5,270893e+04;NA
10100633648;10;2020; 3;01/03/2020;101;OV;73974;OP;57029;000800018635;10100633648;3,848133e+01;  1100;UN;2606295;717889;3,974359e+05;NA
10100629085; 7;2020; 2;19/02/2020;101;OV;73307;OP;57029;000800018229;10100629085;1,832444e+01;  2310;UN;2606295;180220;1,101436e+06;NA
10100619594; 4;2020; 2;19/02/2020;101;OV;73308;OP;57029;000800018230;10100619594;1,924067e+01;  2200;UN;2606295;180220;1,805436e+06;NA
10100614690; 7;2020; 2;12/02/2020;101;OV;72857;OP;57029;000800017991;10100614690;2,080072e+01;  2035;UN;2606295;717896;9,757219e+05;NA
10100604633; 8;2020; 2;12/02/2020;101;OV;72856;OP;57029;000800017990;10100604633;1,399321e+01;  3025;UN;2606295;717897;1,255436e+06;NA
10100704888;11;2020; 2;19/02/2020;101;OV;73310;OP;57029;000800018233;10100704888;2,015689e+01;  2100;UN;2606295;180220;6,563449e+05;NA
10100704912; 5;2020; 2;12/02/2020;101;OV;72859;OP;57029;000800017992;10100704912;3,266163e+01;  1296;UN;2606295;717899;8,748759e+05;NA
10100704912;11;2020; 2;19/02/2020;101;OV;73314;OP;57029;000800018236;10100704912;4,008472e+01;  1056;UN;2606295;180220;3,526359e+05;NA
10100704889; 9;2020; 3;01/03/2020;101;OV;73975;OP;57118;000100002921;10100704889;3,527456e-01;120000;UN;2709180;27022020;4,271210e+07;NA
10100704889; 4;2020; 3;04/03/2020;101;OV;74206;OP;57118;000100002924;10100704889;2,821964e-01;150000;UN;2709180;02032020;1,200454e+08;NA
10100704873; 5;2020; 3;04/03/2020;101;OV;74206;OP;57118;000100002924;10100704873;1,410982e+00; 30000;UN;2709180;02032020;1,924544e+07;NA
10100704872; 5;2020; 2;26/02/2020;101;OV;73708;OP;57119;000300010740;10100704872;2,821964e+01;  1500;UN;2709244;260220;1,005436e+06;NA
10100704881; 9;2020; 2;26/02/2020;101;OV;73708;OP;57119;000300010740;10100704881;4,703274e+00;  9000;UN;2709244;260220;3,245436e+06;NA
10100762775; 9;2020; 2;26/02/2020;101;OV;73708;OP;57119;000300010740;10100762775;8,465893e+00;  5000;UN;2709244;260220;1,823214e+06;NA
10100604618; 7;2020; 2;26/02/2020;101;OV;73676;OP;57120;000800018414;10100604618;1,567758e+01;  2700;UN;2606295;718986;1,279722e+06;NA
10100604751; 7;2020; 2;19/02/2020;101;OV;73309;OP;57120;000800018232;10100604751;1,282711e+01;  3300;UN;2606295;180220;1,554007e+06;NA
10100704896; 4;2020; 2;24/02/2020;101;OV;73535;OP;57120;000800018384;10100704896;4,810167e+00;  8800;UN;2606295;718990;7,085436e+06;NA
10100666367; 7;2020; 2;24/02/2020;101;OV;73546;OP;57120;000800018388;10100666367;1,361076e+01;  3110;UN;2606295;200220;1,467150e+06;NA
10100666367; 7;2020; 3;03/03/2020;101;OV;74111;OP;57120;000800018797;10100666367;1,486810e+01;  2847;UN;2606295;719142;1,346922e+06;NA
10100666369; 5;2020; 2;21/02/2020;101;OV;73479;OP;57120;000800018389;10100666369;2,821964e+01;  1500;UN;2606295;200220;1,005436e+06;NA
10100666369; 2;2020; 2;26/02/2020;101;OV;73679;OP;57120;000800018415;10100666369;2,821964e+01;  1500;UN;2606295;210220;2,445436e+06;NA
10100666368; 9;2020; 2;24/02/2020;101;OV;73544;OP;57120;000800018390;10100666368;2,821964e+01;  1500;UN;2606295;719145;5,787689e+05;NA
10100666368; 7;2020; 2;26/02/2020;101;OV;73678;OP;57120;000800018416;10100666368;1,410982e+01;  3000;UN;2606295;719145;1,416865e+06;NA
10100614690; 2;2020; 2;19/02/2020;101;OV;73311;OP;57120;000800018234;10100614690;2,039974e+01;  2075;UN;2606295;180220;3,365436e+06;NA
10100620564; 5;2020; 2;19/02/2020;101;OV;73312;OP;57120;000800018235;10100620564;2,687585e+01;  1575;UN;2606295;180220;1,053436e+06;NA
10100664821; 2;2020; 2;24/02/2020;101;OV;73542;OP;57120;000800018391;10100664821;1,226941e+01;  3450;UN;2606295;719793;5,565436e+06;NA
10100618379; 6;2020; 3;01/03/2020;101;OV;73973;OP;57120;000800018638;10100618379;1,230508e+01;  3440;UN;2606295;719794;1,880103e+06;NA
10100621556; 8;2020; 3;01/03/2020;101;OV;73972;OP;57120;000800018639;10100621556;1,343793e+01;  3150;UN;2606295;719795;1,305436e+06;NA
10100619732; 6;2020; 3;02/03/2020;101;OV;73999;OP;57120;000800018700;10100619732;1,350222e+01;  3135;UN;2606295;719796;1,717436e+06;NA
10100626928; 2;2020; 2;24/02/2020;101;OV;73537;OP;57120;000800018392;10100626928;1,769627e+01;  2392;UN;2606295;719797;3,872636e+06;NA
10100626928;10;2020; 2;26/02/2020;101;OV;73677;OP;57120;000800018417;10100626928;4,651590e+01;   910;UN;2606295;719797;3,366359e+05;NA
10100633651; 8;2020; 2;24/02/2020;101;OV;73536;OP;57120;000800018393;10100633651;1,309699e+01;  3232;UN;2606295;719798;1,338236e+06;NA
10100628047; 7;2020; 2;19/02/2020;101;OV;73313;OP;57120;000800018237;10100628047;1,924067e+01;  2200;UN;2606295;180220;1,051150e+06;NA
